,Ratings,Full_review
11612,5,"Bought this phone for my mother, she is mainly using this for watching net contents only and not complaining, so it's a good phone for her, can't say a word about how speedy it's or how good it's response is as I am not using it, stars mainly because mother loves it."
11613,5,Good
11614,4,Nice
11615,1,3rd class camera quality. Screen quality is very bad. Phone seems very slow in photo pic processing.
11616,3,Camera music & on screen display function is bad
11617,5,Excellent product value for money go for it
11618,5,This phone is good but screen lack problem . camera is very good . bettry like 4000mah
11619,4,On a scale of 5  Appearance - 4😍 Weight - 5 light weight🤩 Rear camera -3.5 (Rear camera is 12 MP only. 48 MP is quad camera used for pixel zoom only) so not truly happy with the pixel size mentioned for sale of the product.😏 Front Camera - 5 (Good for selfie with required AI features) Camera smart AI features are 5*.🤩 Processor - 4.5 (460 Snapdragon works great for gaming and multi app switching)🤩 Expandable memory - 3.5 (best till 256 GB then gets slower)😏 Display - 5🤩 Resolution - 5 ...
11620,4,Decent camera...but has a good battery backup..Display is superb ..looks rich ..
11621,1,"Motorola has made a good effort to provide a phone in this price range. Overall phone performance is very good in this price. Display is good, battery is good, looks so good, new type of back going feature is nice, Misty blue color is awesome. But they're some issues with the phone which I want to share. The camera quality is very poor. If take a photo in sunlight is good but in little bit in dark photos are very bad. Camera quality is not up to mark. If I think 48 megapixel will work no it w..."
11622,5,In this price range this is one of the best smartphone available on flikart. The camera is also good with night vision available.
11623,4,Best budget friendly mobile from Moto. The display is quite big and not fit in one hand easily. The camera is much better than Samsung mobile of same range and battery performance is good too.If you like big screen with in 10k you can go for this .
11624,1,"The phone is very bad in all aspects . To start with.  1. Camera : The cameras both front and Back are very bad , blurred and low light and no clarity. They never had proper colors. other brand phones in the price range are very good 2. Poor display and bad colors. 3. No proper Battery back up  4. FlipKart: Product look's like a duplicate product, and flipkart return policy is worst, there is no returns and refund for the product purchased  My humble suggestion please do not see the ratings..."
11625,4,"The display is good, the phone has good weight, feels solid in hand, the processor is decent for day to day use(browsing, internet surfing, etc.) I brought this for my mother and she is happy with it."
11626,4,Bought moto e7 plus..... And I m quite impressed with the camera...with crisp details and good dynamic range. Genuinely this is very honest review.... The portrait of both camera is quite good...with good edge detection and natural blur... . In daylight d low light conditions it outperform....My old redmi note 9 pro and 9 prime... Night portraits are too awesome.... 👍 Camera Daylight 5/5 Low light 4/5 Battery 5/5 Performance 4.5/5 Audio 3.8/5 Value for money phone if u r camera lover... G...
11627,4,"Thanks to Flipkart for excellent packaging with advanced delivery as l have uploaded pictures of my product...Camera is not at all bad, battery nice also..but the signal quality is,it seems to me, little bit poor..May be l am wrong...overall the product is under satisfaction.."
11628,1,"Being a Moto user and Moto lover since 6 years, I must say I'm disappointed. Very bad experience with Moto e7 plus since 2 months. Worst part is I exchanged by Moto e5 power which was working perfectly well for this piece of trash🤦 Terrible display and new user interface. Just not comfortable using it even after 2 months. Please please please do not buy this. Humble request 🙏 Moto should sell their old models instead of this."
11629,4,"Battery 🔋 backup good , display good , camera is not good , performance good , network problem , good looking , but no earphone in box within two days received fast delivery tq flipkart"
11630,5,Best phone with affordable price and it's is having best battery 🔋 and camera is not so good but some where it is good. On the other hand body to screen retio is so good so that go for it....
11631,3,"Overall this phone is great but there are so many features that are missing like audio recording, fm, etc. The most annoying feature is call recording come on why do someone need to know that im recording the call. As soon as you click record it loudly say 'the call is been recorded' except that everything is fine. Camera is good, display is HD+ hardly you will notice any difference. Battery is decent, I like this phone for the UI."
11632,4,Gifted to my dad...and he very much happy with this phone.. camera superb in this price range..with awesome battery life..
11633,5,"Amazing product from Moto. A large display, Perfect battery backup , Android 10 , amazing camera quality, good storage and perfect looks."
11634,5,Nice and amazing product Go for it. Thanks Flipkart fast delivery. Love you Flipkart
11635,5,"I purchased it for my mother. The comparison was with Narzo20A and redmi 9 prime. But, i choose this one, because it gives clean android. People said, the camera is not good, but I don't find any issues. Charging time more but it also gives good backup. My mother runs it for 2 whole days. Performance is also good. Design is good. Fingerprint sensor can be faster but it runs for parent. Overall, good value for money."
11636,5,Good product Worth for its pricing Nice camera especially night mode very helpfull Decent front camera Battery too good Display ok but if they would have given FHD + great Not for gamers Feels good for daily usage with moto gestures No Ads.. No Bloatware... Thanks for Stock Android  Finally If you need a practical smart phone  Moto E 7 Plus does all the above
11637,5,Phone is excellent for the price range.. camera isn't like Samsung but is not bad.. battery is very good. Buy back cover sametime..not available at shops etc.. Overall phone is worth buying
11638,5,Cell is good product 10k biggest best mobile all is good super product but flipkart no packing direct box given Any other good small product purchased in flipkart must packing is upside flipkart cover is must But cell phone is careless packing no packing flipkart
11639,5,Back camera with 48 mp and night vision is take good picture quality but front camera is not so good. weight of phone is so much. looking as colour twilight orange is so good. battery good performance.Ram Rom is affordable in this price.
11640,3,Good
11641,3,Very nice
11642,5,Device is good but weight is to more and after falling from to down suddenly screen break.
11643,5,I am satisfied with the camera.
11644,5,Marvelous phone
11645,5,Good product
11646,5,Mast quality camera ka wallpaper very bad price jhakas
11647,4,Value for money products
11648,5,I writing review after around 3 months of use excellent phone better or equal to redmi note 9 pro as we are having both at home. Value for money
11649,1,Not satisfied
11650,5,Simply excellent
11651,5,Very nice phone.. excellent performance.. Specker is so strong❤️❤️
11652,5,Value for money Rather than using Chinese company try something new that's the Motorola
11653,5,Must buy... value for money
11654,5,Best phone in this range... Awesome camera output...
11655,4,Nice phone under this bugdet
11656,1,Very bad phone .... Network issue and it's not fully volte it's lte phone while call network gone itself.... Network is just like 2g phone... I was fan of moto but this phone is very bad... I am having moto e 3 power 2016 edition is far better than this.... I sincere advice not to waste money on this phone
